Referência;Grupo;Marca;Coleção;Cor (Pantone);Descrição Cor;Tam.;Qtd.
REST0424;PEÇAS BOAS;RITMI STUDIO;PL INVERNO 2024 Primeira Entrada;18-1662;Flame Scarlet TC;M;1
REST0424;PEÇAS BOAS;RITMI STUDIO;PL INVERNO 2024 Primeira Entrada;18-1662;Flame Scarlet TC;P;2
REST0424;PEÇAS BOAS;RITMI STUDIO;PL INVERNO 2024 Primeira Entrada;18-1662;Flame Scarlet TC;GG;2
REST0427.1;PEÇAS BOAS;RITMI STUDIO;PL INVERNO 2024 Primeira Entrada;15-6315;Smoke Green TC;G;1
REST0427.2;PEÇAS BOAS;RITMI STUDIO;PL INVERNO 2024 Primeira Entrada;18-1163;Pumpkin Spice;P;1
REST0429.2;PEÇAS BOAS;RITMI STUDIO;PL INVERNO 2024 Primeira Entrada;18-0322;Cypress TC;M;1
REST0445.1;PEÇAS BOAS;RITMI STUDIO;PL INVERNO 2024 Terceira Entrada;19-1863;Scooter;M;1
REST0445.1;PEÇAS BOAS;RITMI STUDIO;PL INVERNO 2024 Terceira Entrada;19-1863;Scooter;GG;1
REST0447.2;PEÇAS BOAS;RITMI STUDIO;PL INVERNO 2024 Terceira Entrada;13-1010;Gray Sand TC;P;1
REST0447.2;PEÇAS BOAS;RITMI STUDIO;PL INVERNO 2024 Terceira Entrada;13-1010;Gray Sand TC;GG;1
REST0449.1;PEÇAS BOAS;RITMI STUDIO;PL INVERNO 2024 Terceira Entrada;17-3914;Sharkskin Pele de Tubarão;GG;1
REST0452.2;PEÇAS BOAS;RITMI STUDIO;PL INVERNO 2024 Terceira Entrada;18-5806;CINZA (Ageve Green TCX);M;2
REST0452.2;PEÇAS BOAS;RITMI STUDIO;PL INVERNO 2024 Terceira Entrada;18-5806;CINZA (Ageve Green TCX);PP;1
REST0452.2;PEÇAS BOAS;RITMI STUDIO;PL INVERNO 2024 Terceira Entrada;19-1863;Scooter;M;1
REST0452.2;PEÇAS BOAS;RITMI STUDIO;PL INVERNO 2024 Terceira Entrada;19-1863;Scooter;GG;1
REST0457;PEÇAS BOAS;RITMI STUDIO;PL INVERNO 2024 Terceira Entrada;19-0000;Raven TC;PP;2
REST0458;PEÇAS BOAS;RITMI STUDIO;PL INVERNO 2024 Terceira Entrada;18-0107;SELVAGEM 2420 XADREZ FUNDO VERDE;GG;1
REST0460;PEÇAS BOAS;RITMI STUDIO;PL VERÃO 2024 Terceira Entrada;16-1327;Toasted Nut TC;G;1
REST0462.1;PEÇAS BOAS;RITMI STUDIO;PL INVERNO 2024 Terceira Entrada;18-0523;Winter Moss;G;1
REST0462.2;PEÇAS BOAS;RITMI STUDIO;PL INVERNO 2024 Terceira Entrada;17-1537;Mineral Red TC;M;2
REST0462.2;PEÇAS BOAS;RITMI STUDIO;PL INVERNO 2024 Terceira Entrada;17-1537;Mineral Red TC;GG;1
REST0462.2;PEÇAS BOAS;RITMI STUDIO;PL INVERNO 2024 Terceira Entrada;17-1537;Mineral Red TC;P;1
REST0464.2;PEÇAS BOAS;RITMI STUDIO;PL INVERNO 2024 Terceira Entrada;12-0715;Double Cream TC;PP;1
REST0467.1;PEÇAS BOAS;RITMI STUDIO;PL INVERNO 2024 Terceira Entrada;13-1420;Verde;G;2
REST0467.1;PEÇAS BOAS;RITMI STUDIO;PL INVERNO 2024 Terceira Entrada;13-1420;Verde;P;2
REST0467.1;PEÇAS BOAS;RITMI STUDIO;PL INVERNO 2024 Terceira Entrada;13-1420;Verde;M;2
REST0467.1;PEÇAS BOAS;RITMI STUDIO;PL INVERNO 2024 Terceira Entrada;19-0000;Raven TC;P;1
REST0467.1;PEÇAS BOAS;RITMI STUDIO;PL INVERNO 2024 Terceira Entrada;19-0000;Raven TC;M;1
REST0476.2;PEÇAS BOAS;RITMI STUDIO;PL INVERNO 2024 Terceira Entrada;18-1163;Pumpkin Spice;P;1
REST0478.1;PEÇAS BOAS;RITMI STUDIO;PL INVERNO 2024 Terceira Entrada;18-4005;Steel Gray TC;M;1
REST0510.1;PEÇAS BOAS;RITMI STUDIO;PL INVERNO 2024 Primeira Entrada;16-0928;Curry TC;G;1
REST0510.1;PEÇAS BOAS;RITMI STUDIO;PL INVERNO 2024 Primeira Entrada;16-0928;Curry TC;P;1
REST0517.1;PEÇAS BOAS;RITMI STUDIO;PL INVERNO 2024 Primeira Entrada;16-6030;Katydid TC;P;1
REST0517.1;PEÇAS BOAS;RITMI STUDIO;PL INVERNO 2024 Primeira Entrada;16-6030;Katydid TC;M;1
REST0517.1;PEÇAS BOAS;RITMI STUDIO;PL INVERNO 2024 Primeira Entrada;19-0000;Raven TC;GG;1
REST0517.2;PEÇAS BOAS;RITMI STUDIO;PL INVERNO 2024 Primeira Entrada;16-6030;Katydid TC;G;1
REST0517.2;PEÇAS BOAS;RITMI STUDIO;PL INVERNO 2024 Primeira Entrada;16-6030;Katydid TC;GG;1
REST0518.1;PEÇAS BOAS;RITMI STUDIO;PL INVERNO 2024 Primeira Entrada;15-1314;Cuban Sand TC;G;1
REST0518.1;PEÇAS BOAS;RITMI STUDIO;PL INVERNO 2024 Primeira Entrada;15-1314;Cuban Sand TC;GG;1
REST0518.2;PEÇAS BOAS;RITMI STUDIO;PL INVERNO 2024 Primeira Entrada;15-1314;Cuban Sand TC;P;1
REST0521.2;PEÇAS BOAS;RITMI STUDIO;PL INVERNO 2024 Primeira Entrada;19-0000;Raven TC;PP;1
REST0526.1;PEÇAS BOAS;RITMI STUDIO;PL INVERNO 2024 Segunda Entrada;17-1463;Tangerine Tango;GG;1
REST0526.2;PEÇAS BOAS;RITMI STUDIO;PL INVERNO 2024 Segunda Entrada;17-1463;Tangerine Tango;PP;1
REST0528;PEÇAS BOAS;RITMI STUDIO;PL INVERNO 2024 Segunda Entrada;19-3939;Blue Print TC;M;5
REST0528;PEÇAS BOAS;RITMI STUDIO;PL INVERNO 2024 Segunda Entrada;16-0928;Curry TC;M;2
REST0528;PEÇAS BOAS;RITMI STUDIO;PL INVERNO 2024 Segunda Entrada;16-0928;Curry TC;G;1
REST0529.1;PEÇAS BOAS;RITMI STUDIO;PL INVERNO 2024 Segunda Entrada;19-0000;Raven TC;PP;1
REST0529.2;PEÇAS BOAS;RITMI STUDIO;PL INVERNO 2024 Primeira Entrada;17-1320;Tannin TC;PP;1
REST0530;PEÇAS BOAS;RITMI STUDIO;PL INVERNO 2024 Terceira Entrada;11-0602;Snow White TC;GG;1
REST0536;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2024;11-0602;Snow White TC;G;1
REST0552.2;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;19-6050;Eden;G;1
REST0552.2;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;14-1118;Beige TC;G;1
REST0567.1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;18-1660;Tomato TC;GG;1
REST0567.1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;18-1660;Tomato TC;P;1
REST0567.1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;18-1660;Tomato TC;PP;1
REST0567.1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;15-0332;Leaf Green TC;P;1
REST0567.1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;18-1660;Tomato TC;M;1
REST0567.1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;15-0332;Leaf Green TC;PP;1
REST0569.1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;18-4140;French Blue TC;M;1
REST0569.1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;18-4140;French Blue TC;GG;2
REST0570;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;13-1010;Gray Sand TC;P;2
REST0592;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;19-0000;Raven TC;PP;1
REST0592;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;19-0000;Raven TC;M;2
REST0600.1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;14-0951;Golden Rod TC;GG;1
REST0600.2;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;14-0951;Golden Rod TC;P;2
REST0600.2;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;17-4247;Diva Blue TC;P;2
REST0600.2;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;17-4247;Diva Blue TC;PP;2
REST0604.1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;16-0123;Tendril TC;G;1
REST0604.1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;16-0123;Tendril TC;M;2
REST0604.1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;17-4247;Diva Blue TC;G;3
REST0604.1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;17-4247;Diva Blue TC;M;5
REST0604.1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;17-4247;Diva Blue TC;GG;2
REST0605.2;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;17-0808;Taupe Gray TC;G;3
REST0605.2;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;17-0808;Taupe Gray TC;GG;3
REST0609.1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;11-0602;Snow White TC;M;2
REST0609.1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;11-0602;Snow White TC;PP;2
REST0609.1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;11-0602;Snow White TC;GG;3
REST0609.1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;11-0602;Snow White TC;P;3
REST0609.2;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;11-0602;Snow White TC;M;3
REST0609.2;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;11-0602;Snow White TC;G;2
REST0609.2;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;11-0602;Snow White TC;GG;2
REST0609.2;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;11-0602;Snow White TC;P;2
REST0609.2;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;11-0602;Snow White TC;PP;4
REST0614;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;11-4300;Marshmallow TC;GG;1
REST0614;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;15-1119;Drab Gray TC;GG;1
REST0614;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;11-4300;Marshmallow TC;G;1
REST0615;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;19-0000;Raven TC;PP;1
REST0615;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;11-0602;Snow White TC;P;1
REST0620;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;11-0602;Snow White TC;P;1
REST0620;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;11-0602;Snow White TC;PP;1
REST0622;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;17-1019;Elmwood TC;G;1
REST0622;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;17-1019;Elmwood TC;GG;2
REST0625;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;17-0535;Green Olive TC;GG;1
REST0625;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;17-0535;Green Olive TC;G;4
REST0630.1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;16-1526;Terra Cotta TC;PP;1
REST0630.1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;19-0000;Raven TC;PP;2
REST0630.1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;16-1526;Terra Cotta TC;M;1
REST0630.1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;16-1526;Terra Cotta TC;P;2
REST0630.1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;19-0000;Raven TC;M;2
REST0630.1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;19-0000;Raven TC;G;1
REST0630.1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;16-1526;Terra Cotta TC;G;2
REST0630.2;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;16-1526;Terra Cotta TC;PP;4
REST0639;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;19-0000;Raven TC;P;1
REST0639;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;16-1526;Terra Cotta TC;M;1
REST0639;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;16-1526;Terra Cotta TC;G;1
REST0643;PEÇAS BOAS;RITMI STUDIO;LOJA RITMI VERÃO 25;16-1526;Terra Cotta TC;PP;1
REST0643;PEÇAS BOAS;RITMI STUDIO;LOJA RITMI VERÃO 25;19-0000;Raven TC;G;1
REST0645.2;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;19-4035;Dark Blue TC;M;1
REST0645.2;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;19-4035;Dark Blue TC;GG;1
REST0649;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;17-4139;Azure Blue TC;G;4
REST0649;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;17-4139;Azure Blue TC;GG;1
REST0651.1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;16-0920;Curds  &  Whey;M;2
REST0651.1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;16-0920;Curds  &  Whey;P;4
REST0651.1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;16-0920;Curds  &  Whey;G;3
REST0651.1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;16-0920;Curds  &  Whey;PP;2
REST0659;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;19-1763;Formula One TC;M;2
REST0659;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;19-1763;Formula One TC;G;2
REST0660.1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;19-0000;Raven TC;G;1
REST0668;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;18-1664;Fiery Red TC;P;1
REST0668;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;18-1664;Fiery Red TC;PP;2
REST0668;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;19-0000;Raven TC;G;1
REST0671.2;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;16-4132;Little Boy Blue TC;G;2
REST0671.2;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;14-6327;Zephyr Green TC;GG;1
REST0671.2;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;16-4132;Little Boy Blue TC;P;1
REST0676.5;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;19-4037;Bright Cobalt TC;P;1
REST0676.5;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;19-4037;Bright Cobalt TC;G;1
REST0679-1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;17-0535;Green Olive TC;PP;1
REST0679.2;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;17-0535;Green Olive TC;P;1
REST0679.2;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;17-0535;Green Olive TC;G;2
REST0679.2;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;17-0535;Green Olive TC;M;3
REST0683;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;11-0602;Snow White TC;PP;1
REST0683;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;16-0920;Curds  &  Whey;P;1
REST0683;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;16-0920;Curds  &  Whey;PP;2
REST0690;PEÇAS BOAS;RITMI STUDIO;PL VERÃO 2025 Terceira Entrada;16-6138;Kelly Green TC;P;1
REST0690;PEÇAS BOAS;RITMI STUDIO;PL VERÃO 2025 Terceira Entrada;19-3940;Blue Depths TC;P;2
REST0690;PEÇAS BOAS;RITMI STUDIO;PL VERÃO 2025 Terceira Entrada;19-3940;Blue Depths TC;GG;1
REST0690;PEÇAS BOAS;RITMI STUDIO;PL VERÃO 2025 Terceira Entrada;16-6138;Kelly Green TC;GG;1
REST0690;PEÇAS BOAS;RITMI STUDIO;PL VERÃO 2025 Terceira Entrada;16-6138;Kelly Green TC;G;3
REST0700;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;11-0602;Snow White TC;PP;1
REST0702;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;11-0602;Snow White TC;M;1
REST0705.1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;19-0000;Raven TC;PP;1
REST0705.1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;19-0000;Raven TC;P;1
REST0719;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;16-1414;Chanterelle TC;PP;1
REST0723;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;18-1657;VERMELHO SALSA;P;1
REST0726;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;11-0602;Snow White TC;G;1
REST0727.1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;13-1009;Biscotti TC;PP;1
REST0727.2;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;18-1762;Hibiscus TC;PP;1
REST0729;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;12-0317;Gleam TC;P;1
REST0739-1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;19-5513;Dark Green TC;M;1
REST0739-1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;19-1761;Tango Red TC;P;1
REST0739-2;PEÇAS BOAS;RITMI STUDIO;PL VERÃO 2025 Primeira Entrada;19-1761;Tango Red TC;P;1
REST0740.2;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;18-1664;Fiery Red TC;PP;1
REST0740.2;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;12-0000;White Swan TC;PP;1
REST0745-1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;18-4247;Brilliant Blue TC;PP;1
REST0745-1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;18-4247;Brilliant Blue TC;GG;1
REST0745-1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;18-4247;Brilliant Blue TC;P;1
REST0745-2;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;17-1336;Bran TC;PP;1
REST0745-2;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;18-4247;Brilliant Blue TC;PP;2
REST0751;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;19-0000;Raven TC;PP;1
REST0756.1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;19-1241;Tortoise Shell TC;M;1
REST0756.1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;11-4300;Marshmallow TC;G;1
REST0756.1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;19-3932;Naval Academy;G;1
REST0760;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;11-0602;Snow White TC;GG;1
REST0765;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;19-3919;Nightshadow Blue TC;G;3
REST0765;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;18-3027;Purple Orchid TC;GG;1
REST0765;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;18-3027;Purple Orchid TC;G;3
REST0765;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;18-3027;Purple Orchid TC;P;3
REST0765;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;18-3027;Purple Orchid TC;M;3
REST0765;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;19-3919;Nightshadow Blue TC;P;3
REST0765;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO VERÃO 2025;19-3919;Nightshadow Blue TC;M;2
REST0793;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO INVERNO 2025;11-0601;Bright White TC;M;1
REST0794.2;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO INVERNO 2025;15-0318;Sage Green TC;PP;1
REST0794.2;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO INVERNO 2025;19-0000;Raven TC;M;1
REST0794.2;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO INVERNO 2025;15-0318;Sage Green TC;P;2
REST0797;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO INVERNO 2025;19-1235;Brunette TC;GG;1
REST0802;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO INVERNO 2025;15-1215;Sesame TC;P;2
REST0805;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO INVERNO 2025;19-0000;Raven TC;G;1
REST0805;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO INVERNO 2025;19-0000;Raven TC;M;1
REST0806;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO INVERNO 2025;15-1215;Sesame TC;PP;1
REST0807;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO INVERNO 2025;16-4010;Dusty Blue;GG;1
REST0808.1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO INVERNO 2025;19-3712;Nightshade TC;GG;2
REST0808.1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO INVERNO 2025;18-1614;Nocturne TC;M;4
REST0808.1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO INVERNO 2025;18-1614;Nocturne TC;G;4
REST0808.1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO INVERNO 2025;18-1614;Nocturne TC;GG;1
REST0808.2;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO INVERNO 2025;18-1614;Nocturne TC;GG;3
REST0808.2;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO INVERNO 2025;19-3712;Nightshade TC;GG;1
REST0808.2;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO INVERNO 2025;19-3712;Nightshade TC;PP;1
REST0808.2;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO INVERNO 2025;18-1614;Nocturne TC;G;1
REST0811;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO INVERNO 2025;19-4007;Anthracite TC;M;1
REST0811;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO INVERNO 2025;18-3916;Flint Stone TC;G;2
REST0813;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO INVERNO 2025;19-2312;Crushed Violets TC;G;3
REST0813;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO INVERNO 2025;19-2312;Crushed Violets TC;M;1
REST0813;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO INVERNO 2025;19-3923;Navy Blazer;P;1
REST0813;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO INVERNO 2025;19-3923;Navy Blazer;M;1
REST0813;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO INVERNO 2025;19-2312;Crushed Violets TC;GG;1
REST0818;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO INVERNO 2025;18-3908;Volcanic Glass;GG;1
REST0818;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO INVERNO 2025;19-1522;Zinfandel TC;G;1
REST0818;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO INVERNO 2025;18-3908;Volcanic Glass;PP;1
REST0819;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO INVERNO 2025;19-3915;Graystone TC;P;2
REST0822.1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO INVERNO 2025;19-0000;Raven TC;PP;1
REST0822.1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO INVERNO 2025;19-0000;Raven TC;P;2
REST0822.1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO INVERNO 2025;17-0517;Dusky Green TC;PP;1
REST0822.1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO INVERNO 2025;19-0000;Raven TC;M;1
REST0825;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO INVERNO 2025;11-0601;Bright White TC;G;2
REST0827.2;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO INVERNO 2025;17-1137;Cashew TC;M;1
REST0827.2;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO INVERNO 2025;17-1137;Cashew TC;P;1
REST0829.2;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO INVERNO 2025;19-0000;Raven TC;GG;1
REST0829.2;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO INVERNO 2025;11-0602;Snow White TC;GG;1
REST0831.1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO INVERNO 2025;18-1614;Nocturne TC;M;1
REST0831.1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO INVERNO 2025;18-1614;Nocturne TC;P;2
REST0831.1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO INVERNO 2025;17-1137;Cashew TC;G;1
REST0831.1;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO INVERNO 2025;18-1614;Nocturne TC;G;2
REST0831.2;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO INVERNO 2025;18-1614;Nocturne TC;M;1
REST0831.2;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO INVERNO 2025;17-1137;Cashew TC;G;1
REST0831.2;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO INVERNO 2025;17-1137;Cashew TC;GG;1
REST0831.2;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO INVERNO 2025;18-1614;Nocturne TC;GG;1
REST0831.2;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO INVERNO 2025;18-1614;Nocturne TC;G;2
REST0833;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO INVERNO 2025;19-1724;Cabernet;GG;2
REST0833;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO INVERNO 2025;19-0000;Raven TC;G;2
REST0833;PEÇAS BOAS;RITMI STUDIO;RITMI STUDIO INVERNO 2025;19-0000;Raven TC;P;2
